"","Drug","QTLregion","Gene_ID","Feature_ID","Gene_Name"
"1022","Fenbendazole_15","II:5274777-11908334","WBGene00003863","ZK938.5","old-2"
"1023","Fenbendazole_15","II:5274777-11908334","WBGene00202513","ZK938.10","NA"
"1024","Fenbendazole_15","II:5274777-11908334","WBGene00007469","C08H9.10","chil-4"
"1025","Fenbendazole_15","II:5274777-11908334","WBGene00007471","C08H9.12","chil-6"
"1026","Fenbendazole_15","II:5274777-11908334","WBGene00007470","C08H9.11","chil-5"
"1027","Fenbendazole_15","II:5274777-11908334","WBGene00007467","C08H9.7","chil-3"
"1028","Fenbendazole_15","II:5274777-11908334","WBGene00206395","C08H9.18","NA"
"1029","Fenbendazole_15","II:5274777-11908334","WBGene00007465","C08H9.4b.1","chil-1"
"1030","Fenbendazole_15","II:5274777-11908334","WBGene00003862","C08H9.5","old-1"
"1031","Fenbendazole_15","II:5274777-11908334","WBGene00007472","C08H9.13","chil-7"
"1032","Fenbendazole_15","II:5274777-11908334","WBGene00007473","C08H9.14","chil-8"
"1033","Fenbendazole_15","II:5274777-11908334","WBGene00007466","C08H9.6","chil-2"
"1034","Fenbendazole_15","II:5274777-11908334","WBGene00007462","C08H9.1","NA"
"1035","Fenbendazole_15","II:5274777-11908334","WBGene00007464","C08H9.3a","NA"
"1036","Fenbendazole_15","II:5274777-11908334","WBGene00007463","C08H9.2a","vgln-1"
"1037","Fenbendazole_15","II:5274777-11908334","WBGene00086566","C08H9.16","NA"
"1038","Fenbendazole_15","II:5274777-11908334","WBGene00009146","F26C11.1","NA"
"1039","Fenbendazole_15","II:5274777-11908334","WBGene00009147","F26C11.3b","NA"
"1040","Fenbendazole_15","II:5274777-11908334","WBGene00086567","C05C10.8","NA"
"1041","Fenbendazole_15","II:5274777-11908334","WBGene00007328","C05C10.1","pho-10"
"1042","Fenbendazole_15","II:5274777-11908334","WBGene00007329","C05C10.2b.1","NA"
"1043","Fenbendazole_15","II:5274777-11908334","WBGene00007331","C05C10.4.1","pho-11"
"1044","Fenbendazole_15","II:5274777-11908334","WBGene00007330","C05C10.3","NA"
"1045","Fenbendazole_15","II:5274777-11908334","WBGene00007334","C05C10.7","NA"
"1046","Fenbendazole_15","II:5274777-11908334","WBGene00007332","C05C10.5a","NA"
"1047","Fenbendazole_15","II:5274777-11908334","WBGene00007333","C05C10.6b","ufd-3"
"1048","Fenbendazole_15","II:5274777-11908334","WBGene00011271","R53.1a.1","flad-1"
"1049","Fenbendazole_15","II:5274777-11908334","WBGene00001207","R53.3a","egl-43"
"1050","Fenbendazole_15","II:5274777-11908334","WBGene00011272","R53.2","dtmk-1"
"1051","Fenbendazole_15","II:5274777-11908334","WBGene00011275","R53.6.1","psf-1"
"1052","Fenbendazole_15","II:5274777-11908334","WBGene00011274","R53.5","NA"
"1053","Fenbendazole_15","II:5274777-11908334","WBGene00011276","R53.7a.1","aakg-5"
"1054","Fenbendazole_15","II:5274777-11908334","WBGene00011277","R53.8","NA"
"1055","Fenbendazole_15","II:5274777-11908334","WBGene00014130","ZK892.6","NA"
"1056","Fenbendazole_15","II:5274777-11908334","WBGene00014131","ZK892.7","sdz-38"
"1057","Fenbendazole_15","II:5274777-11908334","WBGene00002266","ZK892.1f","lec-3"
"1058","Fenbendazole_15","II:5274777-11908334","WBGene00014127","ZK892.3","NA"
"1059","Fenbendazole_15","II:5274777-11908334","WBGene00014128","ZK892.4","NA"
"1060","Fenbendazole_15","II:5274777-11908334","WBGene00014129","ZK892.5","NA"
"1061","Fenbendazole_15","II:5274777-11908334","WBGene00002265","F52H3.7a.1","lec-2"
"1062","Fenbendazole_15","II:5274777-11908334","WBGene00009948","F52H3.6","NA"
"1063","Fenbendazole_15","II:5274777-11908334","WBGene00009947","F52H3.5","NA"
"1064","Fenbendazole_15","II:5274777-11908334","WBGene00009944","F52H3.2","mtcu-2"
"1065","Fenbendazole_15","II:5274777-11908334","WBGene00002497","F52H3.1.1","let-268"
"1066","Fenbendazole_15","II:5274777-11908334","WBGene00009946","F52H3.4","NA"
"1067","Fenbendazole_15","II:5274777-11908334","WBGene00009945","F52H3.3","bath-38"
"1068","Fenbendazole_15","II:5274777-11908334","WBGene00007670","C18D1.4","stg-1"
"1069","Fenbendazole_15","II:5274777-11908334","WBGene00007669","C18D1.2","NA"
"1070","Fenbendazole_15","II:5274777-11908334","WBGene00000995","C18D1.1.1","die-1"
"1071","Fenbendazole_15","II:5274777-11908334","WBGene00003928","ZK945.2.1","pas-7"
"1072","Fenbendazole_15","II:5274777-11908334","WBGene00014165","ZK945.3","puf-12"
"1073","Fenbendazole_15","II:5274777-11908334","WBGene00014166","ZK945.4","NA"
"1074","Fenbendazole_15","II:5274777-11908334","WBGene00014168","ZK945.6a","NA"
"1075","Fenbendazole_15","II:5274777-11908334","WBGene00014169","ZK945.7","NA"
"1076","Fenbendazole_15","II:5274777-11908334","WBGene00014170","ZK945.8","NA"
"1077","Fenbendazole_15","II:5274777-11908334","WBGene00003058","ZK945.9","lov-1"
"1078","Fenbendazole_15","II:5274777-11908334","WBGene00044027","F27E5.8","NA"
"1079","Fenbendazole_15","II:5274777-11908334","WBGene00009194","F27E5.5","NA"
"1080","Fenbendazole_15","II:5274777-11908334","WBGene00206354","F27E5.9","NA"
"1081","Fenbendazole_15","II:5274777-11908334","WBGene00004017","F27E5.4","phg-1"
"1082","Fenbendazole_15","II:5274777-11908334","WBGene00009192","F27E5.1","NA"
"1083","Fenbendazole_15","II:5274777-11908334","WBGene00009193","F27E5.3","NA"
"1084","Fenbendazole_15","II:5274777-11908334","WBGene00003939","F27E5.2","pax-3"
"1085","Fenbendazole_15","II:5274777-11908334","WBGene00044028","F33H1.6","NA"
"1086","Fenbendazole_15","II:5274777-11908334","WBGene00000914","F33H1.1b","daf-19"
"1087","Fenbendazole_15","II:5274777-11908334","WBGene00001686","F33H1.2","gpd-4"
"1088","Fenbendazole_15","II:5274777-11908334","WBGene00009364","F33H1.3","NA"
"1089","Fenbendazole_15","II:5274777-11908334","WBGene00009365","F33H1.4","NA"
"1090","Fenbendazole_15","II:5274777-11908334","WBGene00005079","F33H1.5","srd-1"
"1091","Fenbendazole_15","II:5274777-11908334","WBGene00005080","R05H5.1","srd-2"
"1092","Fenbendazole_15","II:5274777-11908334","WBGene00000389","R05H5.2","cdc-25.4"
"1093","Fenbendazole_15","II:5274777-11908334","WBGene00011041","R05H5.7","NA"
"1094","Fenbendazole_15","II:5274777-11908334","WBGene00005071","R05H5.6","srb-6"
"1095","Fenbendazole_15","II:5274777-11908334","WBGene00011038","R05H5.3.1","NA"
"1096","Fenbendazole_15","II:5274777-11908334","WBGene00011039","R05H5.4","NA"
"1097","Fenbendazole_15","II:5274777-11908334","WBGene00011040","R05H5.5","NA"
"1098","Fenbendazole_15","II:5274777-11908334","WBGene00004334","T01E8.2","ref-1"
"1099","Fenbendazole_15","II:5274777-11908334","WBGene00004038","T01E8.3","plc-3"
"1100","Fenbendazole_15","II:5274777-11908334","WBGene00005352","T01E8.7","srh-135"
"1101","Fenbendazole_15","II:5274777-11908334","WBGene00011336","T01E8.9","ubxn-5"
"1102","Fenbendazole_15","II:5274777-11908334","WBGene00003177","T01E8.4","mec-15"
"1103","Fenbendazole_15","II:5274777-11908334","WBGene00011334","T01E8.6","mrps-14"
"1104","Fenbendazole_15","II:5274777-11908334","WBGene00011333","T01E8.5","nrde-2"
"1105","Fenbendazole_15","II:5274777-11908334","WBGene00010015","F54B3.3","atad-3"
"1106","Fenbendazole_15","II:5274777-11908334","WBGene00010013","F54B3.1a","NA"
"1107","Fenbendazole_15","II:5274777-11908334","WBGene00010014","F54B3.2","NA"
"1108","Fenbendazole_15","II:5274777-11908334","WBGene00175034","F54B3.4","NA"
"1109","Fenbendazole_15","II:5274777-11908334","WBGene00014175","ZK971.1","NA"
"1110","Fenbendazole_15","II:5274777-11908334","WBGene00014171","ZK970.1b","nep-26"
"1111","Fenbendazole_15","II:5274777-11908334","WBGene00014172","ZK970.2d","clpp-1"
"1112","Fenbendazole_15","II:5274777-11908334","WBGene00001531","ZK970.5","gcy-4"
"1113","Fenbendazole_15","II:5274777-11908334","WBGene00014174","ZK970.8","NA"
"1114","Fenbendazole_15","II:5274777-11908334","WBGene00001532","ZK970.6","gcy-5"
"1115","Fenbendazole_15","II:5274777-11908334","WBGene00014173","ZK970.7","NA"
"1116","Fenbendazole_15","II:5274777-11908334","WBGene00010832","M02G9.3","NA"
"1117","Fenbendazole_15","II:5274777-11908334","WBGene00010831","M02G9.2","NA"
"1118","Fenbendazole_15","II:5274777-11908334","WBGene00010830","M02G9.1b","NA"
"1119","Fenbendazole_15","II:5274777-11908334","WBGene00007413","C07E3.2","pro-2"
"1120","Fenbendazole_15","II:5274777-11908334","WBGene00007412","C07E3.1a","stip-1"
"1121","Fenbendazole_15","II:5274777-11908334","WBGene00007418","C07E3.8","NA"
"1122","Fenbendazole_15","II:5274777-11908334","WBGene00007414","C07E3.3b","NA"
"1123","Fenbendazole_15","II:5274777-11908334","WBGene00007415","C07E3.4","NA"
"1124","Fenbendazole_15","II:5274777-11908334","WBGene00007416","C07E3.5","ceh-57"
"1125","Fenbendazole_15","II:5274777-11908334","WBGene00007417","C07E3.6","ceh-58"
"1126","Fenbendazole_15","II:5274777-11908334","WBGene00011661","T09F3.1","ztf-27"
"1127","Fenbendazole_15","II:5274777-11908334","WBGene00011662","T09F3.2","NA"
"1128","Fenbendazole_15","II:5274777-11908334","WBGene00001683","T09F3.3.1","gpd-1"
"1129","Fenbendazole_15","II:5274777-11908334","WBGene00011663","T09F3.4","NA"
"1130","Fenbendazole_15","II:5274777-11908334","WBGene00011664","T09F3.5","NA"
"1131","Fenbendazole_15","II:5274777-11908334","WBGene00008484","E04D5.5","NA"
"1132","Fenbendazole_15","II:5274777-11908334","WBGene00008480","E04D5.1a.1","NA"
"1133","Fenbendazole_15","II:5274777-11908334","WBGene00008481","E04D5.2","NA"
"1134","Fenbendazole_15","II:5274777-11908334","WBGene00008482","E04D5.3","cut-4"
"1135","Fenbendazole_15","II:5274777-11908334","WBGene00008483","E04D5.4a","NA"
"1136","Fenbendazole_15","II:5274777-11908334","WBGene00014057","ZK673.1a","NA"
"1137","Fenbendazole_15","II:5274777-11908334","WBGene00014058","ZK673.2","NA"
"1138","Fenbendazole_15","II:5274777-11908334","WBGene00003038","ZK673.3","lin-56"
"1139","Fenbendazole_15","II:5274777-11908334","WBGene00014060","ZK673.4","NA"
"1140","Fenbendazole_15","II:5274777-11908334","WBGene00014065","ZK673.11c","NA"
"1141","Fenbendazole_15","II:5274777-11908334","WBGene00014061","ZK673.5","NA"
"1142","Fenbendazole_15","II:5274777-11908334","WBGene00014062","ZK673.6","NA"
"1143","Fenbendazole_15","II:5274777-11908334","WBGene00014064","ZK673.10","sdz-37"
"1144","Fenbendazole_15","II:5274777-11908334","WBGene00014063","ZK673.9","clec-143"
"1145","Fenbendazole_15","II:5274777-11908334","WBGene00014041","ZK666.1","NA"
"1146","Fenbendazole_15","II:5274777-11908334","WBGene00014042","ZK666.2","NA"
"1147","Fenbendazole_15","II:5274777-11908334","WBGene00014043","ZK666.3","clec-58"
"1148","Fenbendazole_15","II:5274777-11908334","WBGene00014044","ZK666.4","NA"
"1149","Fenbendazole_15","II:5274777-11908334","WBGene00014045","ZK666.5","clec-59"
"1150","Fenbendazole_15","II:5274777-11908334","WBGene00014046","ZK666.6","clec-60"
"1151","Fenbendazole_15","II:5274777-11908334","WBGene00014049","ZK666.11a","NA"
"1152","Fenbendazole_15","II:5274777-11908334","WBGene00195145","ZK666.15.1","NA"
"1153","Fenbendazole_15","II:5274777-11908334","WBGene00014047","ZK666.7","clec-61"
"1154","Fenbendazole_15","II:5274777-11908334","WBGene00014048","ZK666.8","NA"
"1155","Fenbendazole_15","II:5274777-11908334","WBGene00004134","F59B10.1","myrf-1"
"1156","Fenbendazole_15","II:5274777-11908334","WBGene00010318","F59B10.2","NA"
"1157","Fenbendazole_15","II:5274777-11908334","WBGene00010322","F59B10.6","NA"
"1158","Fenbendazole_15","II:5274777-11908334","WBGene00003107","R166.1","mab-10"
"1159","Fenbendazole_15","II:5274777-11908334","WBGene00011302","R166.2","NA"
"1160","Fenbendazole_15","II:5274777-11908334","WBGene00011303","R166.3","NA"
"1161","Fenbendazole_15","II:5274777-11908334","WBGene00004185","R166.4","pro-1"
"1162","Fenbendazole_15","II:5274777-11908334","WBGene00011304","R166.5b","mnk-1"
"1163","Fenbendazole_15","II:5274777-11908334","WBGene00007352","C06A1.1","cdc-48.1"
"1164","Fenbendazole_15","II:5274777-11908334","WBGene00044235","C06A1.7","NA"
"1165","Fenbendazole_15","II:5274777-11908334","WBGene00007555","C14A4.1","dohh-1"
"1166","Fenbendazole_15","II:5274777-11908334","WBGene00000933","C14A4.2","dap-3"
"1167","Fenbendazole_15","II:5274777-11908334","WBGene00007564","C14A4.14","mrps-22"
"1168","Fenbendazole_15","II:5274777-11908334","WBGene00007556","C14A4.3","NA"
"1169","Fenbendazole_15","II:5274777-11908334","WBGene00000796","C14A4.4a","crn-3"
"1170","Fenbendazole_15","II:5274777-11908334","WBGene00000798","C14A4.5","crn-5"
"1171","Fenbendazole_15","II:5274777-11908334","WBGene00007557","C14A4.6","NA"
"1172","Fenbendazole_15","II:5274777-11908334","WBGene00007558","C14A4.7a","NA"
"1173","Fenbendazole_15","II:5274777-11908334","WBGene00007559","C14A4.8","NA"
"1174","Fenbendazole_15","II:5274777-11908334","WBGene00005713","C14A4.15","srv-2"
"1175","Fenbendazole_15","II:5274777-11908334","WBGene00007562","C14A4.12a","NA"
"1176","Fenbendazole_15","II:5274777-11908334","WBGene00007563","C14A4.13","NA"
"1177","Fenbendazole_15","II:5274777-11908334","WBGene00010893","M28.1","cutl-9"
"1178","Fenbendazole_15","II:5274777-11908334","WBGene00010899","M28.8","NA"
"1179","Fenbendazole_15","II:5274777-11908334","WBGene00010894","M28.2","NA"
"1180","Fenbendazole_15","II:5274777-11908334","WBGene00010900","M28.9.1","NA"
"1181","Fenbendazole_15","II:5274777-11908334","WBGene00010895","M28.4","NA"
"1182","Fenbendazole_15","II:5274777-11908334","WBGene00010901","M28.10","NA"
"1183","Fenbendazole_15","II:5274777-11908334","WBGene00010898","M28.7","nphp-1"
"1184","Fenbendazole_15","II:5274777-11908334","WBGene00010897","M28.6","lact-3"
"1185","Fenbendazole_15","II:5274777-11908334","WBGene00004704","D2089.1a","rsp-7"
"1186","Fenbendazole_15","II:5274777-11908334","WBGene00008433","D2089.2","marc-2"
"1187","Fenbendazole_15","II:5274777-11908334","WBGene00008434","D2089.3","NA"
"1188","Fenbendazole_15","II:5274777-11908334","WBGene00004207","D2089.4b.2","ptb-1"
"1189","Fenbendazole_15","II:5274777-11908334","WBGene00001522","D2089.5","gbh-1"
"1190","Fenbendazole_15","II:5274777-11908334","WBGene00007488","C09G5.2a","dph-2"
"1191","Fenbendazole_15","II:5274777-11908334","WBGene00000655","C09G5.3","col-79"
"1192","Fenbendazole_15","II:5274777-11908334","WBGene00000616","C09G5.4","col-39"
"1193","Fenbendazole_15","II:5274777-11908334","WBGene00000656","C09G5.5","col-80"
"1194","Fenbendazole_15","II:5274777-11908334","WBGene00000251","C09G5.6","bli-1"
"1195","Fenbendazole_15","II:5274777-11908334","WBGene00007489","C09G5.7","NA"
"1196","Fenbendazole_15","II:5274777-11908334","WBGene00206538","C09G5.13","NA"
"1197","Fenbendazole_15","II:5274777-11908334","WBGene00007490","C09G5.8a","mks-5"
"1198","Fenbendazole_15","II:5274777-11908334","WBGene00008256","C52A11.2","glb-12"
"1199","Fenbendazole_15","II:5274777-11908334","WBGene00008257","C52A11.3","NA"
"1200","Fenbendazole_15","II:5274777-11908334","WBGene00003404","C52A11.4d","mpz-1"
"1201","Fenbendazole_15","II:5274777-11908334","WBGene00002297","T19E10.1b","ect-2"
"1202","Fenbendazole_15","II:5274777-11908334","WBGene00011067","R06F6.2","vps-11"
"1203","Fenbendazole_15","II:5274777-11908334","WBGene00011068","R06F6.4","set-14"
"1204","Fenbendazole_15","II:5274777-11908334","WBGene00003805","R06F6.5b","npp-19"
"1205","Fenbendazole_15","II:5274777-11908334","WBGene00011069","R06F6.6","ceh-62"
"1206","Fenbendazole_15","II:5274777-11908334","WBGene00011070","R06F6.7","NA"
"1207","Fenbendazole_15","II:5274777-11908334","WBGene00011071","R06F6.8b","NA"
"1208","Fenbendazole_15","II:5274777-11908334","WBGene00001153","R06F6.9","ech-4"
"1209","Fenbendazole_15","II:5274777-11908334","WBGene00023418","R06F6.12","NA"
"1210","Fenbendazole_15","II:5274777-11908334","WBGene00003367","M106.1","mix-1"
"1211","Fenbendazole_15","II:5274777-11908334","WBGene00077658","M106.8","NA"
"1212","Fenbendazole_15","II:5274777-11908334","WBGene00010910","M106.2","NA"
"1213","Fenbendazole_15","II:5274777-11908334","WBGene00044924","M106.7","NA"
"1214","Fenbendazole_15","II:5274777-11908334","WBGene00010911","M106.3a.1","NA"
"1215","Fenbendazole_15","II:5274777-11908334","WBGene00010912","M106.4b","gmps-1"
"1216","Fenbendazole_15","II:5274777-11908334","WBGene00000880","F59E10.2","cyn-4"
"1217","Fenbendazole_15","II:5274777-11908334","WBGene00003882","F59E10.1","orc-2"
"1218","Fenbendazole_15","II:5274777-11908334","WBGene00009700","F44F4.1","lurp-1"
"1219","Fenbendazole_15","II:5274777-11908334","WBGene00009701","F44F4.2.1","egg-3"
"1220","Fenbendazole_15","II:5274777-11908334","WBGene00009702","F44F4.3","NA"
"1221","Fenbendazole_15","II:5274777-11908334","WBGene00004222","F44F4.4","ptr-8"
"1222","Fenbendazole_15","II:5274777-11908334","WBGene00001626","F44F4.6","gly-1"
"1223","Fenbendazole_15","II:5274777-11908334","WBGene00005038","F44F4.7","sra-12"
"1224","Fenbendazole_15","II:5274777-11908334","WBGene00005037","F44F4.13","sra-11"
"1225","Fenbendazole_15","II:5274777-11908334","WBGene00194850","F44F4.15","NA"
"1226","Fenbendazole_15","II:5274777-11908334","WBGene00009705","F44F4.10","NA"
"1227","Fenbendazole_15","II:5274777-11908334","WBGene00006530","F44F4.11","tba-4"
"1228","Fenbendazole_15","II:5274777-11908334","WBGene00012490","Y19D2B.2","NA"
"1229","Fenbendazole_15","II:5274777-11908334","WBGene00010988","R03D7.1","metr-1"
"1230","Fenbendazole_15","II:5274777-11908334","WBGene00010989","R03D7.2","NA"
"1231","Fenbendazole_15","II:5274777-11908334","WBGene00219205","R03D7.15","NA"
"1232","Fenbendazole_15","II:5274777-11908334","WBGene00010991","R03D7.5","NA"
"1233","Fenbendazole_15","II:5274777-11908334","WBGene00003783","R03D7.7","nos-1"
"1234","Fenbendazole_15","II:5274777-11908334","WBGene00010992","R03D7.8","NA"
"1235","Fenbendazole_15","II:5274777-11908334","WBGene00004215","C09D8.1d","ptp-3"
"1236","Fenbendazole_15","II:5274777-11908334","WBGene00000657","F38A3.1","col-81"
"1237","Fenbendazole_15","II:5274777-11908334","WBGene00004300","F38A3.2","ram-2"
"1238","Fenbendazole_15","II:5274777-11908334","WBGene00002957","F33A8.1","let-858"
"1239","Fenbendazole_15","II:5274777-11908334","WBGene00003756","F33A8.2.1","nlp-18"
"1240","Fenbendazole_15","II:5274777-11908334","WBGene00009356","F33A8.10","NA"
"1241","Fenbendazole_15","II:5274777-11908334","WBGene00000472","F33A8.3","cey-1"
"1242","Fenbendazole_15","II:5274777-11908334","WBGene00000658","F33A8.9","col-83"
"1243","Fenbendazole_15","II:5274777-11908334","WBGene00009352","F33A8.4","NA"
"1244","Fenbendazole_15","II:5274777-11908334","WBGene00009353","F33A8.5.1","sdhd-1"
"1245","Fenbendazole_15","II:5274777-11908334","WBGene00009354","F33A8.6","NA"
"1246","Fenbendazole_15","II:5274777-11908334","WBGene00009729","F45E10.2b","NA"
"1247","Fenbendazole_15","II:5274777-11908334","WBGene00006788","F45E10.1c","unc-53"
"1248","Fenbendazole_15","II:5274777-11908334","WBGene00004455","C09H10.1","rpl-42"
"1249","Fenbendazole_15","II:5274777-11908334","WBGene00007504","C09H10.10","NA"
"1250","Fenbendazole_15","II:5274777-11908334","WBGene00043120","C09H10.4","NA"
"1251","Fenbendazole_15","II:5274777-11908334","WBGene00007499","C09H10.5b","NA"
"1252","Fenbendazole_15","II:5274777-11908334","WBGene00007500","C09H10.6","nasp-1"
"1253","Fenbendazole_15","II:5274777-11908334","WBGene00007501","C09H10.7","apc-17"
"1254","Fenbendazole_15","II:5274777-11908334","WBGene00003133","W10C6.1","mat-2"
"1255","Fenbendazole_15","II:5274777-11908334","WBGene00004478","F40F8.10","rps-9"
"1256","Fenbendazole_15","II:5274777-11908334","WBGene00003076","F40F8.9","lsm-1"
"1257","Fenbendazole_15","II:5274777-11908334","WBGene00009575","F40F8.1.1","NA"
"1258","Fenbendazole_15","II:5274777-11908334","WBGene00009576","F40F8.3","NA"
"1259","Fenbendazole_15","II:5274777-11908334","WBGene00044917","F40F8.12","NA"
